No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000691	20100530230411	2010.05.30	23:04:11.06	41.4370	42.7220	005.0	3.8	0.0	3.8		0.0	0.0	Ke	ASIKUZEYIR-POSOF (ARDAHAN) [South East  3.6 km]
000692	20100515140822	2010.05.15	14:08:22.17	41.1985	30.1332	005.0	4.2	0.0	4.2		0.0	0.0	Ke	KEFKEN-KANDIRA (KOCAELI) [North West  8.5 km]
000693	20100509035824	2010.05.09	03:58:24.66	40.0752	34.6688	004.9	3.6	0.0	3.6		0.0	0.0	Ke	AKCICEK-ALACA (ÇORUM) [South East  0.9 km]
000694	20100405010051	2010.04.05	01:00:51.06	40.5407	34.9888	004.3	3.6	0.0	3.6		0.0	0.0	Ke	ESKIEKIN- (ÇORUM) [North 2.8 km]
000695	20100402073716	2010.04.02	07:37:16.33	40.5530	34.9855	008.5	4.5	0.0	4.5		0.0	4.3	Ke	ÇORUM (ÇORUM) [East 2.8 km]
000696	20100401010205	2010.04.01	01:02:05.20	41.2747	33.6870	005.0	3.6	3.6	0.0		0.0	0.0	Ke	GODEL- (KASTAMONU) [North West  2.4 km]
000697	20100323075928	2010.03.23	07:59:28.21	40.0432	33.9485	005.0	3.5	3.5	0.0		0.0	0.0	Ke	BUYUKAFSAR-DELICE (KIRIKKALE) [South West  1.0 km]
000698	20100322013210	2010.03.22	01:32:10.80	40.7450	35.2002	002.8	3.5	0.0	3.5		0.0	0.0	Ke	OVABASI-GUMUSHACIKOY (AMASYA) [South West  2.2 km]
000699	20100320162615	2010.03.20	16:26:15.57	40.4015	42.2622	005.0	3.8	3.8	0.0		0.0	0.0	Ke	ESENYURT-SENKAYA (ERZURUM) [South West  1.8 km]
000700	20100313011921	2010.03.13	01:19:21.45	40.3723	27.1803	016.0	3.6	0.0	3.6		0.0	0.0	Ke	CAKIRLI-BIGA (ÇANAKKALE) [South East  0.6 km]
000701	20100308160711	2010.03.08	16:07:11.79	40.4482	29.1312	002.8	3.5	0.0	3.5		0.0	0.0	Ke	GEMLIK (BURSA) [North West  2.7 km]
000702	20100219003500	2010.02.19	00:35:00.20	40.0000	33.1000	008.0	4.1	0.0	4.1		0.0	0.0	Ke	ELMADAG (ANKARA) [North West  13.8 km]
000703	20100210051030	2010.02.10	05:10:30.20	40.4600	33.3100	0002	3.5	0.0	3.5		0.0	0.0	Ke	SABANOZU (ÇANKIRI) [South East  3.5 km]
000704	20100203215755	2010.02.03	21:57:55.00	40.4000	28.8500	0009	3.5	0.0	3.5		0.0	0.0	Ke	KUMYAKA-MUDANYA (BURSA) [North East  2.6 km]
000705	20100117071904	2010.01.17	07:19:04.67	40.0707	42.7430	005.0	3.6	3.6	0.0		0.0	0.0	Ke	CAYARASI-KAGIZMAN (KARS) [North West  3.5 km]
000706	20091220161701	2009.12.20	16:17:01.88	40.9165	32.4712	005.4	3.5	0.0	3.5		0.0	0.0	Ke	BUYUKYAYALAR-ESKIPAZAR (KARABÜK) [South West  1.4 km]
000707	20091126053552	2009.11.26	05:35:52.05	41.1090	34.2948	004.6	3.5	3.5	0.0		0.0	0.0	Ke	PELITCIK-KARGI (ÇORUM) [South West  0.6 km]
000708	20091122020147	2009.11.22	02:01:47.46	41.3197	33.5652	005.0	4.5	0.0	4.5		0.0	4.5	Ke	NALCIKUYUCAGI- (KASTAMONU) [North West  0.3 km]
000709	20091116184722	2009.11.16	18:47:22.04	40.5997	29.0057	013.7	3.6	3.6	0.0		0.0	0.0	Ke	SENKOY-CINARCIK (YALOVA) [South 3.1 km]
000710	20091110052014	2009.11.10	05:20:14.14	40.4465	33.3760	005.4	3.6	3.6	0.0		0.0	0.0	Ke	KARAKOCAS-SABANOZU (ÇANKIRI) [East 0.9 km]
000711	20091108101315	2009.11.08	10:13:15.41	41.0412	33.6692	006.2	3.6	0.0	3.6		0.0	0.0	Ke	EKSIK-ILGAZ (ÇANKIRI) [North West  2.4 km]
000712	20091108072543	2009.11.08	07:25:43.29	41.0793	43.8345	005.0	3.5	3.5	0.0		0.0	0.0	Ke	IBISKOY-AKYAKA (KARS) [North East  22.5 km]
000713	20091021001808	2009.10.21	00:18:08.16	40.4247	34.8762	005.0	3.8	3.8	0.0		0.0	0.0	Ke	CESMEOREN- (ÇORUM) [South West  0.9 km]
000714	20091019024659	2009.10.19	02:46:59.45	40.0673	38.7452	005.5	3.5	3.5	0.0		0.0	0.0	Ke	ARSLANCA-GOLOVA (SIVAS) [North West  1.8 km]
000715	20091009181945	2009.10.09	18:19:45.59	40.3978	34.8502	005.0	3.6	3.6	0.0		0.0	0.0	Ke	BURNU- (ÇORUM) [South East  0.6 km]
000716	20090929055455	2009.09.29	05:54:55.31	40.4203	34.8643	005.0	3.9	0.0	3.9		0.0	0.0	Ke	CESMEOREN- (ÇORUM) [South West  2.0 km]
000717	20090927210120	2009.09.27	21:01:20.60	40.1735	32.6808	004.3	3.6	3.6	0.0		0.0	0.0	Ke	KAZAN (ANKARA) [South 3.5 km]
000718	20090921030655	2009.09.21	03:06:55.51	40.3800	42.2342	005.4	3.5	3.5	0.0		0.0	0.0	Ke	ESENYURT-SENKAYA (ERZURUM) [South West  4.9 km]
000719	20090827054115	2009.08.27	05:41:15.37	40.2555	27.1075	015.2	3.5	0.0	3.5		0.0	0.0	Ke	GUNDOGDU-BIGA (ÇANAKKALE) [South East  1.4 km]
000720	20090825175022	2009.08.25	17:50:22.08	40.0490	40.7800	005.0	3.5	3.5	0.0		0.0	0.0	Ke	KOSAPINAR-ASKALE (ERZURUM) [North West  1.3 km]
000721	20090815212157	2009.08.15	21:21:57.82	41.4712	39.2087	005.4	3.7	3.7	0.0		0.0	0.0	Ke	EYNESIL AÇIKLARI-GIRESUN (KARADENIZ)
000722	20090814184307	2009.08.14	18:43:07.44	40.8203	30.8262	007.7	3.7	3.7	0.0		0.0	0.0	Ke	AKCAYIR-HENDEK (SAKARYA) [North West  1.0 km]
000723	20090808135238	2009.08.08	13:52:38.60	40.3300	27.4100	017.0	4.4	0.0	4.4		0.0	4.3	Ke	BOZLAR-BIGA (ÇANAKKALE) [North East  3.1 km]
000724	20090801211555	2009.08.01	21:15:55.95	41.5735	43.4297	005.0	3.7	0.0	3.7		0.0	0.0	Ke	GÜRCISTAN
000725	20090801164239	2009.08.01	16:42:39.05	40.3678	28.2772	010.0	4.3	0.0	4.3		0.0	0.0	Ke	KURSUNLU-KARACABEY (BURSA) [South 3.3 km]
000726	20090725200640	2009.07.25	20:06:40.57	40.1155	43.3247	005.0	3.8	3.7	3.8		0.0	0.0	Ke	TOMRUKTAS-KAGIZMAN (KARS) [South West  1.1 km]
000727	20090718095952	2009.07.18	09:59:52.46	40.7272	29.8430	006.7	3.6	0.0	3.6		0.0	0.0	Ke	IZMIT KÖRFEZI (MARMARA DENIZI)
000728	20090710170706	2009.07.10	17:07:06.36	40.7345	33.9412	006.8	3.5	3.5	0.0		0.0	0.0	Ke	KULLAR-YAPRAKLI (ÇANKIRI) [South 0.6 km]
000729	20090701140018	2009.07.01	14:00:18.51	41.5753	43.3852	005.0	3.7	0.0	3.7		0.0	0.0	Ke	GÜRCISTAN
000730	20090622220042	2009.06.22	22:00:42.33	41.1812	36.7763	004.9	3.5	3.5	0.0		0.0	0.0	Ke	YAMANLI-CARSAMBA (SAMSUN) [East 0.9 km]
000731	20090622092911	2009.06.22	09:29:11.26	40.4928	29.1378	005.8	3.7	0.0	3.7		0.0	0.0	Ke	HAYDARIYE-GEMLIK (BURSA) [South East  3.0 km]
000732	20090618073454	2009.06.18	07:34:54.11	40.2490	44.8082	007.9	4.0	4.0	0.0		0.0	0.0	Ke	AZERBAYCAN
000733	20090603030131	2009.06.03	03:01:31.88	40.6678	32.7150	004.0	3.5	3.5	0.0		0.0	0.0	Ke	BELPINAR-KIZILCAHAMAM (ANKARA) [North 1.9 km]
000734	20090531152503	2009.05.31	15:25:03.41	40.4857	29.1387	005.4	3.5	0.0	3.5		0.0	0.0	Ke	HAYDARIYE-GEMLIK (BURSA) [South East  3.8 km]
000735	20090523215738	2009.05.23	21:57:38.76	40.4760	29.1427	010.8	3.8	0.0	3.8		0.0	0.0	Ke	HAYDARIYE-GEMLIK (BURSA) [South East  4.9 km]
000736	20090514222215	2009.05.14	22:22:15.19	41.8537	26.4737	006.8	3.5	3.5	0.0		0.0	0.0	Ke	BUYUKISMAILCE- (EDIRNE) [North 4.3 km]
000737	20090428034706	2009.04.28	03:47:06.68	40.6750	30.6243	005.0	3.5	3.5	0.0		0.0	0.0	Ke	AKYAZI (SAKARYA) [South 0.9 km]
000738	20090428034530	2009.04.28	03:45:30.45	40.6813	30.6055	005.0	3.5	3.5	0.0		0.0	0.0	Ke	AKYAZI (SAKARYA) [West 1.7 km]
000739	20090427190307	2009.04.27	19:03:07.00	40.7285	27.5308	018.3	3.9	0.0	3.9		0.0	0.0	Ke	MARMARA DENIZI
000740	20090415222137	2009.04.15	22:21:37.32	40.3755	40.5307	010.1	4.4	0.0	4.2		0.0	4.4	Ke	CAMLIKOZ- (BAYBURT) [South 0.9 km]
000741	20090408235547	2009.04.08	23:55:47.78	41.1680	33.5460	003.6	3.6	3.6	0.0		0.0	0.0	Ke	SUNLUK-IHSANGAZI (KASTAMONU) [North East  2.6 km]
000742	20090406172408	2009.04.06	17:24:08.90	40.1410	28.9515	004.9	3.5	3.5	0.0		0.0	0.0	Ke	DOGANCI-OSMANGAZI (BURSA) [North West  1.4 km]
000743	20090401180847	2009.04.01	18:08:47.58	40.8380	31.0565	008.9	4.0	0.0	4.0		0.0	0.0	Ke	SAZIYE- (DUZCE) [South East  0.7 km]
000744	20090318163337	2009.03.18	16:33:37.52	40.7987	27.7552	010.9	3.7	0.0	3.7		0.0	0.0	Ke	MARMARA DENIZI
000745	20090317171309	2009.03.17	17:13:09.45	40.4030	37.9663	005.0	3.5	3.5	0.0		0.0	0.0	Ke	ORTAKOY-KOYULHISAR (SIVAS) [West 3.2 km]
000746	20090316164836	2009.03.16	16:48:36.26	41.6305	37.6293	007.4	3.5	3.5	0.0		0.0	0.0	Ke	ÜNYE AÇIKLARI-ORDU (KARADENIZ)
000747	20090314040847	2009.03.14	04:08:47.47	41.4830	37.1927	004.8	3.6	0.0	3.6		0.0	0.0	Ke	TERME AÇIKLARI-SAMSUN (KARADENIZ)
000748	20090222180302	2009.02.22	18:03:02.36	41.9353	42.5658	017.1	3.5	3.5	0.0		0.0	0.0	Ke	SARICICEK-POSOF (ARDAHAN) [North 41.0 km]
000749	20090222134507	2009.02.22	13:45:07.52	41.8902	42.5942	013.9	3.5	3.5	0.0		0.0	0.0	Ke	ERIM-POSOF (ARDAHAN) [North West  35.5 km]
000750	20090209082325	2009.02.09	08:23:25.15	40.2692	32.1400	005.0	3.5	3.5	0.0		0.0	0.0	Ke	TAHTACIORENCIK-GUDUL (ANKARA) [South West  1.2 km]
000751	20090206065120	2009.02.06	06:51:20.89	40.4385	42.3395	005.0	3.5	0.0	3.5		0.0	0.0	Ke	GAZILER-SENKAYA (ERZURUM) [North West  1.4 km]
000752	20090205152720	2009.02.05	15:27:20.38	41.5445	27.4975	010.5	3.5	0.0	3.5		0.0	0.0	Ke	ERTUGRUL-LULEBURGAZ (KIRKLARELI) [North West  1.2 km]
000753	20090201122716	2009.02.01	12:27:16.08	40.4417	42.3377	005.0	3.6	0.0	3.6		0.0	0.0	Ke	GAZILER-SENKAYA (ERZURUM) [North West  1.7 km]
000754	20090201102715	2009.02.01	10:27:15.76	40.4798	42.3197	005.0	4.6	0.0	4.4	4.3	0.0	4.6	Ke	CATALELMA-SENKAYA (ERZURUM) [North West  2.0 km]
000755	20090127212339	2009.01.27	21:23:39.41	41.5443	28.0265	011.0	3.5	0.0	3.5		0.0	0.0	Ke	BAHCEKOY-SARAY (TEKIRDAG) [West 1.9 km]
000756	20090125032653	2009.01.25	03:26:53.05	40.7865	27.7648	014.5	3.5	0.0	3.5		0.0	0.0	Ke	MARMARA DENIZI
000757	20090124155838	2009.01.24	15:58:38.96	40.7853	27.7643	016.5	4.3	0.0	4.1	4.3	0.0	0.0	Ke	MARMARA DENIZI
000758	20090123163451	2009.01.23	16:34:51.47	40.7942	27.7710	014.9	3.7	0.0	3.7		0.0	0.0	Ke	MARMARA DENIZI
000759	20090111015139	2009.01.11	01:51:39.83	40.2715	32.1437	005.0	4.0	0.0	4.0		0.0	0.0	Ke	TAHTACIORENCIK-GUDUL (ANKARA) [South 0.9 km]
000760	20081129145531	2008.11.29	14:55:31.06	40.6467	36.9832	005.4	3.5	0.0	3.5		0.0	0.0	Ke	OZDEMIR-NIKSAR (TOKAT) [South West  2.3 km]
000761	20081119185832	2008.11.19	18:58:32.03	41.1353	33.5243	002.5	3.5	3.5	0.0		0.0	0.0	Ke	SUNLUK-IHSANGAZI (KASTAMONU) [South West  1.6 km]
000762	20081112191052	2008.11.12	19:10:52.25	40.7782	31.9403	005.0	3.5	0.0	3.5		0.0	0.0	Ke	KEMALLER-YENICAGA (BOLU) [West 2.0 km]
000763	20081112142542	2008.11.12	14:25:42.77	40.7713	31.9383	005.0	3.8	0.0	3.8		0.0	0.0	Ke	ASAGIKUZOREN- (BOLU) [North West  2.4 km]
000764	20081112115734	2008.11.12	11:57:34.74	40.7808	31.9237	006.2	4.1	0.0	4.1		0.0	0.0	Ke	ERICEK- (BOLU) [North East  2.3 km]
000765	20081104151744	2008.11.04	15:17:44.81	40.0523	38.8183	003.2	3.6	3.5	3.6		0.0	0.0	Ke	PERCEM-REFAHIYE (ERZINCAN) [West 2.6 km]
000766	20081102003227	2008.11.02	00:32:27.68	41.9800	27.4872	010.4	3.6	3.6	3.6		0.0	0.0	Ke	SUKRUPASA- (KIRKLARELI) [North West  5.5 km]
000767	20081022010035	2008.10.22	01:00:35.82	40.7423	29.1698	008.3	3.8	0.0	3.8		0.0	0.0	Ke	YALOVA AÇIKLARI (MARMARA DENIZI)
000768	20081020232210	2008.10.20	23:22:10.80	41.4900	39.1900	005.0	4.3	3.8	0.0		0.0	4.3	Ke	EYNESIL AÇIKLARI-GIRESUN (KARADENIZ)
000769	20081018025607	2008.10.18	02:56:07.46	40.0818	40.5020	008.3	3.5	3.5	0.0		0.0	0.0	Ke	AKDURAN- (BAYBURT) [South East  4.0 km]
000770	20081005060404	2008.10.05	06:04:04.73	40.6307	29.0133	015.3	4.2	0.0	4.2		0.0	0.0	Ke	SENKOY-CINARCIK (YALOVA) [North East  0.9 km]
000771	20080928114606	2008.09.28	11:46:06.42	40.4518	34.6147	005.0	3.6	3.6	0.0		0.0	0.0	Ke	ESKIKARADONA- (ÇORUM) [South West  1.8 km]
000772	20080917130001	2008.09.17	13:00:01.01	40.0112	39.9835	006.7	3.6	3.6	3.6		0.0	0.0	Ke	KUCUKOTLUKBELI-OTLUKBELI (ERZINCAN) [South 1.2 km]
000773	20080917120811	2008.09.17	12:08:11.95	40.0348	40.0032	005.0	4.7	0.0	4.7		0.0	4.7	Ke	KUCUKOTLUKBELI-OTLUKBELI (ERZINCAN) [North East  2.1 km]
000774	20080906235845	2008.09.06	23:58:45.24	40.6435	32.8202	005.0	3.8	0.0	3.8		0.0	0.0	Ke	YAGCIHUSEYIN-KIZILCAHAMAM (ANKARA) [East 5.5 km]
000775	20080819153409	2008.08.19	15:34:09.28	40.4545	44.1385	005.0	3.6	0.0	3.6		0.0	0.0	Ke	AZERBAYCAN
000776	20080812154103	2008.08.12	15:41:03.35	40.8340	27.9560	010.0	3.5	3.3	3.5		0.0	0.0	Ke	MARMARA EREGLISI AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000777	20080715091949	2008.07.15	09:19:49.14	40.3702	27.4412	012.1	4.2	0.0	4.2		0.0	0.0	Ke	BOZLAR-BIGA (ÇANAKKALE) [North East  8.3 km]
000778	20080714160212	2008.07.14	16:02:12.25	40.7408	27.3612	007.9	3.7	0.0	3.7		0.0	0.0	Ke	GAZIKOY-SARKOY (TEKIRDAG) [South East  2.6 km]
000779	20080710074953	2008.07.10	07:49:53.92	40.0073	27.7137	013.6	4.9	0.0	4.9		0.0	0.0	Ke	COBANHAMIDIYE-GONEN (BALIKESIR) [South 2.0 km]
000780	20080709045448	2008.07.09	04:54:48.00	40.4332	28.7188	006.4	3.6	0.0	3.6		0.0	0.0	Ke	GEMLIK KÖRFEZI (MARMARA DENIZI)
000781	20080629082801	2008.06.29	08:28:01.06	40.4132	28.9998	006.8	3.8	0.0	3.8		0.0	0.0	Ke	GEMLIK KÖRFEZI (MARMARA DENIZI)
000782	20080620082339	2008.06.20	08:23:39.30	41.1600	38.8700	012.0	4.4	0.0	4.1		0.0	4.4	Ke	YALIKOY-TIREBOLU (GIRESUN) [North West  14.6 km]
000783	20080618110433	2008.06.18	11:04:33.72	41.3522	44.0605	005.9	3.7	0.0	3.5		0.0	3.7	Ke	GÜRCISTAN
000784	20080611142426	2008.06.11	14:24:26.25	40.1718	37.0612	005.0	3.5	0.0	3.5		0.0	0.0	Ke	MESCITKOY-ALMUS (TOKAT) [South 5.0 km]
000785	20080603225331	2008.06.03	22:53:31.20	40.1613	26.9085	007.4	3.5	3.5	0.0		0.0	0.0	Ke	AHMETLER-BIGA (ÇANAKKALE) [West 1.2 km]
000786	20080603065922	2008.06.03	06:59:22.05	40.1632	26.9182	009.7	4.0	0.0	4.0		0.0	0.0	Ke	AHMETLER-BIGA (ÇANAKKALE) [West 0.4 km]
000787	20080601033523	2008.06.01	03:35:23.80	40.1800	26.9200	010.0	4.3	0.0	4.3	4.0	0.0	4.1	Ke	RAMAZANLAR-BIGA (ÇANAKKALE) [East 1.0 km]
000788	20080527221453	2008.05.27	22:14:53.27	40.7770	36.6365	005.4	3.5	3.5	0.0		0.0	0.0	Ke	GOKAL-ERBAA (TOKAT) [South West  4.5 km]
000789	20080526032445	2008.05.26	03:24:45.33	40.0342	39.9685	003.1	3.5	3.5	0.0		0.0	0.0	Ke	KUCUKOTLUKBELI-OTLUKBELI (ERZINCAN) [North West  2.0 km]
000790	20080519101816	2008.05.19	10:18:16.00	40.5000	27.8000	010.0	4.0	0.0	4.0		0.0	0.0	Ke	TURAN-ERDEK (BALIKESIR) [South East  1.9 km]
000791	20080518163223	2008.05.18	16:32:23.75	40.8385	31.0242	006.9	3.5	3.4	3.5		0.0	0.0	Ke	YAYAKBASI- (DUZCE) [North East  0.6 km]
000792	20080512151125	2008.05.12	15:11:25.39	40.6347	27.3735	022.2	3.9	0.0	3.9		0.0	0.0	Ke	MÜREFTE AÇIKLARI-TEKIRDAG (MARMARA DENIZI)
000793	20080427114428	2008.04.27	11:44:28.41	40.1585	26.9157	009.4	3.6	0.0	3.6		0.0	0.0	Ke	AHMETLER-BIGA (ÇANAKKALE) [South West  0.8 km]
000794	20080412032520	2008.04.12	03:25:20.44	40.3818	27.4163	010.1	3.6	0.0	3.6		0.0	0.0	Ke	BOZLAR-BIGA (ÇANAKKALE) [North East  8.5 km]
000795	20080402101408	2008.04.02	10:14:08.02	40.6077	34.7747	005.0	4.2	0.0	4.2		0.0	0.0	Ke	ERDEK- (ÇORUM) [South East  0.8 km]
000796	20080401140219	2008.04.01	14:02:19.23	40.6008	34.8122	005.0	3.5	3.5	0.0		0.0	0.0	Ke	CANAKCI- (ÇORUM) [South West  1.1 km]
000797	20080401004139	2008.04.01	00:41:39.67	40.4132	34.4487	006.1	4.3	0.0	4.3		0.0	0.0	Ke	UGURLUDAG (ÇORUM) [South 3.6 km]
000798	20080331033748	2008.03.31	03:37:48.99	40.6077	34.7998	003.6	3.7	0.0	3.7		0.0	0.0	Ke	CANAKCI- (ÇORUM) [West 1.8 km]
000799	20080331030931	2008.03.31	03:09:31.06	40.6143	34.7897	005.0	3.6	3.6	0.0		0.0	0.0	Ke	ERDEK- (ÇORUM) [East 2.0 km]
000800	20080329032744	2008.03.29	03:27:44.24	40.5983	34.7815	005.0	3.8	3.8	0.0		0.0	0.0	Ke	ERDEK- (ÇORUM) [South East  1.9 km]
000801	20080329031230	2008.03.29	03:12:30.19	40.6110	34.7645	008.5	4.5	0.0	4.5		0.0	0.0	Ke	ERDEK- (ÇORUM) [South West  0.2 km]
000802	20080314002540	2008.03.14	00:25:40.54	40.7933	30.6647	003.5	3.9	0.0	3.9		0.0	0.0	Ke	SEYHLER-HENDEK (SAKARYA) [South West  1.7 km]
000803	20080312185331	2008.03.12	18:53:31.31	40.6162	29.0072	010.0	4.8	0.0	4.8		0.0	0.0	Ke	SENKOY-CINARCIK (YALOVA) [South East  1.3 km]
000804	20080204010736	2008.02.04	01:07:36.66	40.4658	42.3675	005.0	3.5	3.5	0.0		0.0	0.0	Ke	CATALELMA-SENKAYA (ERZURUM) [East 3.3 km]
000805	20080131000119	2008.01.31	00:01:19.59	40.2458	33.2002	005.0	4.9	0.0	4.9		0.0	0.0	Ke	ASAGIEMIRLER-CUBUK (ANKARA) [South West  3.6 km]
000806	20080126040023	2008.01.26	04:00:23.69	40.2582	32.1197	009.2	3.5	3.5	0.0		0.0	0.0	Ke	URUS-BEYPAZARI (ANKARA) [North West  2.0 km]
000807	20080114020627	2008.01.14	02:06:27.00	40.5500	34.7600	007.0	4.1	0.0	4.1		0.0	0.0	Ke	MORSUNBUL- (ÇORUM) [South West  1.8 km]
000808	20071229140548	2007.12.29	14:05:48.78	40.0080	38.9428	005.0	4.1	0.0	4.1		0.0	0.0	Ke	BALOGLU-REFAHIYE (ERZINCAN) [North West  3.0 km]
000809	20071210113905	2007.12.10	11:39:05.84	40.8068	31.0198	005.0	3.7	0.0	3.7		0.0	0.0	Ke	ICMELER-GOLYAKA (DUZCE) [South East  1.0 km]
000810	20071209032009	2007.12.09	03:20:09.77	40.3633	27.4172	015.0	3.6	0.0	3.6		0.0	0.0	Ke	BOZLAR-BIGA (ÇANAKKALE) [North East  6.6 km]
000811	20071015160816	2007.10.15	16:08:16.95	40.7773	32.8320	005.0	3.5	3.5	0.0		0.0	0.0	Ke	KIREMITCI-CERKES (ÇANKIRI) [South West  0.8 km]
000812	20070915100754	2007.09.15	10:07:54.76	41.2480	42.1667	005.4	3.7	0.0	3.7		0.0	0.0	Ke	BAGLICA-ARDANUC (ARTVIN) [North East  2.9 km]
000813	20070904221215	2007.09.04	22:12:15.19	41.1625	43.8683	005.4	3.7	3.7	0.0		0.0	0.0	Ke	AZERBAYCAN
000814	20070818073735	2007.08.18	07:37:35.27	40.6363	27.2482	012.5	3.6	0.0	3.6		0.0	0.0	Ke	MUREFTE-SARKOY (TEKIRDAG) [South 3.5 km]
000815	20070803090402	2007.08.03	09:04:02.51	41.0963	35.1023	006.3	3.7	3.7	0.0		0.0	0.0	Ke	SARIDIBEK-VEZIRKOPRU (SAMSUN) [South East  2.4 km]
000816	20070801190308	2007.08.01	19:03:08.13	40.7868	30.0902	005.2	4.0	3.8	4.0		0.0	0.0	Ke	BAYRAKTAR-IZMIT (KOCAELI) [West 0.1 km]
000817	20070729032725	2007.07.29	03:27:25.60	40.0915	32.7722	005.0	3.6	3.6	0.0		0.0	0.0	Ke	GUVENC-KAZAN (ANKARA) [South East  7.3 km]
000818	20070724193125	2007.07.24	19:31:25.90	41.2900	43.8000	010.0	4.2	4.1	4.0		0.0	4.2	Ke	GÜRCISTAN
000819	20070709131018	2007.07.09	13:10:18.61	41.0637	43.8488	005.2	3.6	0.0	3.6		0.0	0.0	Ke	IBISKOY-AKYAKA (KARS) [North East  22.6 km]
000820	20070709093314	2007.07.09	09:33:14.20	41.0700	44.1400	015.0	4.4	0.0	4.0		0.0	4.4	Ke	AZERBAYCAN
000821	20070628023128	2007.06.28	02:31:28.18	41.2133	42.1367	006.0	3.6	3.6	3.6		0.0	0.0	Ke	CAKILLAR-ARDANUC (ARTVIN) [West 2.0 km]
000822	20070626231842	2007.06.26	23:18:42.15	40.9607	42.1895	005.1	3.7	3.7	0.0		0.0	0.0	Ke	ZEKERIYAKOY-ARDANUC (ARTVIN) [South East  4.0 km]
000823	20070626100659	2007.06.26	10:06:59.26	40.9817	42.2222	005.0	3.6	3.6	0.0		0.0	0.0	Ke	BALLI-ARDANUC (ARTVIN) [South East  5.0 km]
000824	20070625181148	2007.06.25	18:11:48.04	40.2525	41.9390	031.6	3.5	3.5	0.0		0.0	0.0	Ke	KOYUNOREN-NARMAN (ERZURUM) [South East  1.9 km]
000825	20070617230125	2007.06.17	23:01:25.65	41.0305	33.4482	005.0	3.6	3.6	0.0		0.0	0.0	Ke	CATAK-ILGAZ (ÇANKIRI) [North East  1.9 km]
000826	20070616173626	2007.06.16	17:36:26.68	40.1527	37.2237	003.2	3.6	3.6	0.0		0.0	0.0	Ke	OLUKBASI-HAFIK (SIVAS) [North West  1.8 km]
000827	20070616141111	2007.06.16	14:11:11.92	40.3308	37.8953	005.0	3.6	3.6	3.5		0.0	0.0	Ke	IKIZYAKA-KOYULHISAR (SIVAS) [North East  0.8 km]
000828	20070522013909	2007.05.22	01:39:09.87	40.1218	32.7272	005.0	3.6	3.6	0.0		0.0	0.0	Ke	GUVENC-KAZAN (ANKARA) [South 2.6 km]
000829	20070506174214	2007.05.06	17:42:14.23	40.0725	32.7682	005.0	3.5	3.5	0.0		0.0	0.0	Ke	GUVENC-KAZAN (ANKARA) [South East  8.9 km]
000830	20070424025944	2007.04.24	02:59:44.40	40.0270	39.7287	009.9	3.6	3.5	3.6		0.0	0.0	Ke	SERENLI-DEMIROZU (BAYBURT) [West 2.8 km]
000831	20070424023753	2007.04.24	02:37:53.01	40.0290	39.7413	002.3	3.5	3.5	3.5		0.0	0.0	Ke	SERENLI-DEMIROZU (BAYBURT) [West 1.7 km]
000832	20070423235607	2007.04.23	23:56:07.76	40.0262	39.7530	002.9	3.9	3.5	3.7		0.0	3.9	Ke	SERENLI-DEMIROZU (BAYBURT) [South West  0.7 km]
000833	20070411194317	2007.04.11	19:43:17.41	40.1658	44.2060	005.0	3.6	3.6	0.0		0.0	0.0	Ke	ASAGIALICAN-KARAKOYUNLU (IGDIR) [North 15.0 km]
000834	20070403221700	2007.04.03	22:17:00.43	40.0580	32.8160	005.0	3.6	3.6	0.0		0.0	0.0	Ke	PURSAKLAR (ANKARA) [North West  7.7 km]
000835	20070309134357	2007.03.09	13:43:57.96	40.4137	26.2720	010.8	3.6	0.0	3.6		0.0	0.0	Ke	SAROS KÖRFEZI (EGE DENIZI)
000836	20070303082108	2007.03.03	08:21:08.83	40.3192	37.7528	005.3	3.6	3.6	0.0		0.0	0.0	Ke	CAYLI-KOYULHISAR (SIVAS) [North East  2.0 km]
000837	20070218211745	2007.02.18	21:17:45.90	40.0592	42.6947	007.6	3.7	3.7	0.0		0.0	0.0	Ke	COLAKLI-SARIKAMIS (KARS) [North East  3.3 km]
000838	20070217084504	2007.02.17	08:45:04.37	40.4990	42.3513	005.0	4.6	0.0	4.3		0.0	4.6	Ke	CATALELMA-SENKAYA (ERZURUM) [North East  4.4 km]
000839	20070206010324	2007.02.06	01:03:24.85	40.9223	30.8560	007.2	3.5	3.5	0.0		0.0	0.0	Ke	KIZILUZUM-CUMAYERI (DUZCE) [North 1.0 km]
000840	20070203025635	2007.02.03	02:56:35.43	41.3250	42.4592	008.0	3.5	3.5	0.0		0.0	0.0	Ke	MESELI-SAVSAT (ARTVIN) [North West  1.4 km]
000841	20070112080013	2007.01.12	08:00:13.40	40.2400	44.7200	005.0	4.2	0.0	4.0		0.0	4.2	Ke	TÜRKIYE-ERMENISTAN SINIR BÖLGESI
000842	20070111143912	2007.01.11	14:39:12.28	40.0650	32.8118	005.0	3.5	3.5	3.5		0.0	0.0	Ke	PURSAKLAR (ANKARA) [North West  8.3 km]
