No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000001	20250629052055	2025.06.29	05:20:55.17	40.2190	32.9122	005.6	3.7	0.0	3.7	3.6	0.0	0.0	Ke	ASAGIOBRUK-CUBUK (ANKARA) [South West  3.4 km]
000002	20250622233822	2025.06.22	23:38:22.24	40.3248	42.7898	005.0	3.8	0.0	3.7	3.8	0.0	0.0	Ke	A. DAMLAPINAR-SELIM (KARS) [North West  3.6 km]
000003	20250611233341	2025.06.11	23:33:41.58	40.8348	28.3843	009.0	3.7	0.0	3.7	0.0	0.0	0.0	Ke	MARMARA DENIZI
000004	20250609175326	2025.06.09	17:53:26.83	40.3997	27.8880	010.7	3.6	0.0	3.6	3.4	0.0	0.0	Ke	HAMAMLI-ERDEK (BALIKESIR) [South 0.3 km]
000005	20250604173540	2025.06.04	17:35:40.48	40.8265	28.2760	010.4	3.5	0.0	3.5	0.0	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000006	20250527221302	2025.05.27	22:13:02.29	40.7453	31.6433	005.0	3.8	0.0	3.8	3.8	0.0	0.0	Ke	YENIKOY- (BOLU) [South 3.1 km]
000007	20250520203652	2025.05.20	20:36:52.66	40.8243	28.3625	017.4	4.2	0.0	4.2	0.0	0.0	0.0	Ke	MARMARA DENIZI
000008	20250513174631	2025.05.13	17:46:31.07	40.8350	28.2508	009.5	3.9	0.0	3.9	3.9	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000009	20250513041815	2025.05.13	04:18:15.16	40.8470	28.4118	010.6	4.0	0.0	4.0	3.8	0.0	0.0	Ke	MARMARA DENIZI
000010	20250512095104	2025.05.12	09:51:04.53	40.8467	34.4690	005.9	3.6	0.0	3.5	3.6	0.0	0.0	Ke	YENICE-ISKILIP (CORUM) [North West  0.9 km]
000011	20250512092625	2025.05.12	09:26:25.76	40.8207	35.2212	005.0	4.3	0.0	4.3	4.1	0.0	0.0	Ke	CETMI-GUMUSHACIKOY (AMASYA) [South East  1.1 km]
000012	20250512092355	2025.05.12	09:23:55.99	40.8120	35.2097	005.3	4.6	0.0	4.6	4.4	0.0	0.0	Ke	CETMI-GUMUSHACIKOY (AMASYA) [South West  2.2 km]
000013	20250507092257	2025.05.07	09:22:57.63	40.8313	28.3113	010.2	3.5	0.0	3.5	3.3	0.0	0.0	Ke	MARMARA DENIZI
000014	20250503083654	2025.05.03	08:36:54.86	40.8145	28.1952	010.2	3.9	0.0	3.9	3.8	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000015	20250428095829	2025.04.28	09:58:29.29	40.8497	28.2683	016.0	3.6	0.0	3.6	0.0	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000016	20250427194339	2025.04.27	19:43:39.46	40.8502	28.3665	005.0	3.6	0.0	3.6	3.3	0.0	0.0	Ke	MARMARA DENIZI
000017	20250427094843	2025.04.27	09:48:43.53	40.8463	28.4023	008.7	3.5	0.0	3.5	3.2	0.0	0.0	Ke	MARMARA DENIZI
000018	20250425195438	2025.04.25	19:54:38.81	40.8472	28.4087	013.6	3.5	0.0	3.5	0.0	0.0	0.0	Ke	MARMARA DENIZI
000019	20250425180711	2025.04.25	18:07:11.32	40.8153	28.3068	005.8	3.9	0.0	3.9	3.8	0.0	0.0	Ke	MARMARA DENIZI
000020	20250425180656	2025.04.25	18:06:56.11	40.8365	28.4110	012.1	3.9	0.0	3.9	3.8	0.0	0.0	Ke	MARMARA DENIZI
000021	20250425173316	2025.04.25	17:33:16.14	40.8278	28.4202	011.7	4.6	0.0	4.6	4.4	0.0	0.0	Ke	MARMARA DENIZI
000022	20250425172146	2025.04.25	17:21:46.28	40.8373	28.4333	007.6	3.7	0.0	3.7	3.5	0.0	0.0	Ke	MARMARA DENIZI
000023	20250425153203	2025.04.25	15:32:03.23	40.8620	28.7203	015.5	3.7	0.0	3.7	0.0	0.0	0.0	Ke	AVCILAR ACIKLARI-ISTANBUL (MARMARA DENIZI)
000024	20250425053959	2025.04.25	05:39:59.21	40.8487	28.4657	019.1	3.8	0.0	3.8	0.0	0.0	0.0	Ke	GURPINAR ACIKLARI-ISTANBUL (MARMARA DENIZI)
000025	20250424185447	2025.04.24	18:54:47.22	40.8510	28.3837	014.2	3.5	0.0	3.5	3.2	0.0	0.0	Ke	MARMARA DENIZI
000026	20250424172007	2025.04.24	17:20:07.30	40.5813	36.0123	005.5	3.7	0.0	3.7	3.7	0.0	0.0	Ke	TATAR- (AMASYA) [South West  0.7 km]
000027	20250424162446	2025.04.24	16:24:46.60	40.8467	28.2883	017.9	3.6	0.0	3.6	0.0	0.0	0.0	Ke	MARMARA DENIZI
000028	20250424145253	2025.04.24	14:52:53.44	40.8402	28.3160	014.5	4.0	0.0	4.0	0.0	0.0	0.0	Ke	MARMARA DENIZI
000029	20250424041919	2025.04.24	04:19:19.01	40.8260	28.3093	014.2	4.4	0.0	4.4	0.0	0.0	0.0	Ke	MARMARA DENIZI
000030	20250424040829	2025.04.24	04:08:29.73	40.8468	28.3857	014.9	3.6	0.0	3.6	3.4	0.0	0.0	Ke	MARMARA DENIZI
000031	20250424031605	2025.04.24	03:16:05.75	40.8390	28.1605	016.4	3.9	0.0	3.9	3.7	0.0	0.0	Ke	MARMARA DENIZI
000032	20250424012003	2025.04.24	01:20:03.03	40.8192	28.1297	013.0	4.0	0.0	4.0	3.7	0.0	0.0	Ke	MARMARA DENIZI
000033	20250423210015	2025.04.23	21:00:15.81	40.8353	28.3082	012.0	4.0	0.0	4.0	3.8	0.0	0.0	Ke	MARMARA DENIZI
000034	20250423202830	2025.04.23	20:28:30.82	40.8440	28.2923	013.0	3.6	0.0	3.6	0.0	0.0	0.0	Ke	MARMARA DENIZI
000035	20250423184628	2025.04.23	18:46:28.42	40.8287	28.2163	014.4	3.8	0.0	3.8	3.6	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000036	20250423171751	2025.04.23	17:17:51.40	40.8325	28.2847	013.3	3.6	0.0	3.6	3.4	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000037	20250423162722	2025.04.23	16:27:22.37	40.8422	28.4047	012.3	3.5	0.0	3.5	3.3	0.0	0.0	Ke	MARMARA DENIZI
000038	20250423160722	2025.04.23	16:07:22.04	40.8333	28.3653	009.1	3.7	0.0	3.7	3.5	0.0	0.0	Ke	MARMARA DENIZI
000039	20250423160547	2025.04.23	16:05:47.53	40.8440	28.3992	011.0	3.7	0.0	3.7	3.6	0.0	0.0	Ke	MARMARA DENIZI
000040	20250423145543	2025.04.23	14:55:43.24	40.8452	28.3182	012.8	3.8	0.0	3.8	3.6	0.0	0.0	Ke	MARMARA DENIZI
000041	20250423144331	2025.04.23	14:43:31.95	40.8333	28.3597	011.5	3.8	0.0	3.8	3.6	0.0	0.0	Ke	MARMARA DENIZI
000042	20250423121257	2025.04.23	12:12:57.33	40.8292	28.3365	011.4	5.1	0.0	5.1	4.9	0.0	0.0	Ke	MARMARA DENIZI
000043	20250423121206	2025.04.23	12:12:06.54	40.8535	28.4062	019.5	3.7	0.0	3.7	0.0	0.0	0.0	Ke	MARMARA DENIZI
000044	20250423120345	2025.04.23	12:03:45.72	40.8515	28.3782	012.4	3.7	0.0	3.7	0.0	0.0	0.0	Ke	MARMARA DENIZI
000045	20250423115035	2025.04.23	11:50:35.65	40.8215	28.3265	009.5	4.3	0.0	4.3	0.0	0.0	0.0	Ke	MARMARA DENIZI
000046	20250423113939	2025.04.23	11:39:39.28	40.8488	28.3498	009.4	3.6	0.0	3.6	0.0	0.0	0.0	Ke	MARMARA DENIZI
000047	20250423112332	2025.04.23	11:23:32.13	40.8503	28.3065	014.9	3.9	0.0	3.9	0.0	0.0	0.0	Ke	MARMARA DENIZI
000048	20250423112139	2025.04.23	11:21:39.43	40.8588	28.3922	015.9	4.0	0.0	4.0	0.0	0.0	0.0	Ke	MARMARA DENIZI
000049	20250423104613	2025.04.23	10:46:13.03	40.8605	28.2572	011.4	4.1	0.0	4.1	0.0	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000050	20250423103215	2025.04.23	10:32:15.44	40.8532	28.3880	008.9	3.8	0.0	3.8	0.0	0.0	0.0	Ke	MARMARA DENIZI
000051	20250423101623	2025.04.23	10:16:23.66	40.8683	28.4237	006.6	3.9	0.0	3.9	0.0	0.0	0.0	Ke	MARMARA DENIZI
000052	20250423101558	2025.04.23	10:15:58.20	40.8628	28.3858	004.8	3.6	0.0	3.6	0.0	0.0	0.0	Ke	MARMARA DENIZI
000053	20250423100700	2025.04.23	10:07:00.66	40.8535	28.4203	013.4	3.7	0.0	3.7	3.7	0.0	0.0	Ke	MARMARA DENIZI
000054	20250423100232	2025.04.23	10:02:32.32	40.8557	28.4010	006.9	5.2	0.0	5.2	0.0	0.0	0.0	Ke	MARMARA DENIZI
000055	20250423100210	2025.04.23	10:02:10.28	40.8523	28.4400	007.7	4.6	0.0	4.6	0.0	0.0	0.0	Ke	MARMARA DENIZI
000056	20250423100102	2025.04.23	10:01:02.61	40.8327	28.3528	014.8	4.4	0.0	4.4	4.3	0.0	0.0	Ke	MARMARA DENIZI
000057	20250423095929	2025.04.23	09:59:29.61	40.8393	28.3342	016.3	4.1	0.0	4.1	3.9	0.0	0.0	Ke	MARMARA DENIZI
000058	20250423095219	2025.04.23	09:52:19.78	40.8547	28.2735	011.5	3.7	0.0	3.7	0.0	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000059	20250423095119	2025.04.23	09:51:19.71	40.8452	28.3533	005.3	4.7	0.0	4.7	0.0	0.0	0.0	Ke	MARMARA DENIZI
000060	20250423094909	2025.04.23	09:49:09.70	40.8355	28.2307	012.1	6.2	0.0	6.2	6.2	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000061	20250423091305	2025.04.23	09:13:05.53	40.8362	28.2372	015.5	4.0	0.0	4.0	0.0	0.0	0.0	Ke	SILIVRI ACIKLARI-ISTANBUL (MARMARA DENIZI)
000062	20250422202450	2025.04.22	20:24:50.98	40.3792	28.0383	005.8	3.5	0.0	3.5	3.5	0.0	0.0	Ke	DUTLIMAN-BANDIRMA (BALIKESIR) [North West  1.5 km]
000063	20250419040959	2025.04.19	04:09:59.93	40.4323	26.2250	015.3	3.6	0.0	3.6	3.4	0.0	0.0	Ke	SAROS KORFEZI (EGE DENIZI)
000064	20250416101718	2025.04.16	10:17:18.56	40.5590	35.9365	008.5	3.6	0.0	3.5	3.6	0.0	0.0	Ke	ARDICLAR- (AMASYA) [North 3.4 km]
000065	20250413144301	2025.04.13	14:43:01.55	40.8227	36.1543	005.6	4.8	0.0	4.8	4.6	0.0	0.0	Ke	BORABOY-TASOVA (AMASYA) [North West  2.8 km]
000066	20250407173959	2025.04.07	17:39:59.73	40.0990	28.5810	008.4	3.6	0.0	3.6	3.6	0.0	0.0	Ke	DORAK-MUSTAFAKEMALPASA (BURSA) [South West  0.4 km]
000067	20250401095618	2025.04.01	09:56:18.95	41.0168	43.8988	005.0	3.8	0.0	3.6	3.8	0.0	0.0	Ke	ERMENISTAN
000068	20250308052659	2025.03.08	05:26:59.02	40.8220	44.1893	005.0	4.6	0.0	4.6	4.5	0.0	0.0	Ke	ERMENISTAN
000069	20250209171810	2025.02.09	17:18:10.25	40.5927	27.6365	012.4	3.6	0.0	3.6	3.6	0.0	0.0	Ke	TOPAGAC-MARMARA (BALIKESIR) [South West  2.4 km]
000070	20250127104346	2025.01.27	10:43:46.56	40.1878	28.9612	011.9	4.0	0.0	4.0	3.7	0.0	0.0	Ke	NILUFER (BURSA) [South West  3.1 km]
000071	20250110092455	2025.01.10	09:24:55.45	40.8130	28.4472	005.9	3.5	0.0	3.5	3.2	0.0	0.0	Ke	MARMARA DENIZI
000072	20250105150004	2025.01.05	15:00:04.74	40.7883	27.5182	016.4	3.5	0.0	3.5	3.4	0.0	0.0	Ke	YENIKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI)
000073	20241228114400	2024.12.28	11:44:00.95	41.2442	44.0308	005.0	3.7	0.0	3.6	3.7	0.0	0.0	Ke	GURCISTAN
000074	20241222120813	2024.12.22	12:08:13.00	40.8407	27.9502	008.6	3.7	0.0	3.6	3.7	0.0	0.0	Ke	MARMARA EREGLISI ACIKLARI-TEKIRDAG (MARMARA DENIZI)
000075	20241212113452	2024.12.12	11:34:52.17	40.4343	26.2250	014.1	4.7	0.0	4.7	4.5	0.0	0.0	Ke	SAROS KORFEZI (EGE DENIZI)
000076	20241203111300	2024.12.03	11:13:00.21	40.3913	28.6630	005.0	3.7	0.0	3.7	3.5	0.0	0.0	Ke	EGERCE-MUDANYA (BURSA) [North East  4.2 km]
000077	20241124014757	2024.11.24	01:47:57.68	40.0865	42.9490	005.0	4.0	0.0	4.0	4.0	0.0	0.0	Ke	KULOGLU-KAGIZMAN (KARS) [South West  0.7 km]
000078	20241119074615	2024.11.19	07:46:15.22	40.2903	27.0020	013.4	4.0	0.0	4.0	3.7	0.0	0.0	Ke	GURGENDERE-BIGA (CANAKKALE) [North West  1.0 km]
000079	20241115090201	2024.11.15	09:02:01.62	41.0012	40.9008	013.2	4.7	0.0	4.7	4.5	0.0	0.0	Ke	HILAL-HEMSIN (RIZE) [South East  1.3 km]
000080	20241111083331	2024.11.11	08:33:31.95	40.7353	34.1277	008.7	3.5	0.0	3.5	3.4	0.0	0.0	Ke	EMIRSAH-BAYAT (CORUM) [South East  0.8 km]
000081	20241111082754	2024.11.11	08:27:54.24	40.7363	34.1313	009.5	3.7	0.0	3.5	3.7	0.0	0.0	Ke	EMIRSAH-BAYAT (CORUM) [South East  1.0 km]
000082	20241001233836	2024.10.01	23:38:36.19	41.0028	43.9115	005.0	4.1	0.0	3.8	4.1	0.0	0.0	Ke	ERMENISTAN
000083	20240916162714	2024.09.16	16:27:14.10	40.7712	34.1048	002.7	3.6	0.0	3.6	3.6	0.0	0.0	Ke	FALI-BAYAT (CORUM) [West 1.9 km]
000084	20240905164747	2024.09.05	16:47:47.94	40.7603	31.3808	005.4	3.6	0.0	3.6	3.4	0.0	0.0	Ke	DARIYERIBAKACAK-KAYNASLI (DUZCE) [North West  1.3 km]
000085	20240815032030	2024.08.15	03:20:30.62	40.3943	28.9335	012.1	3.8	0.0	3.8	3.5	0.0	0.0	Ke	MUDANYA (BURSA) [North East  4.7 km]
000086	20240804043134	2024.08.04	04:31:34.36	40.9048	31.6560	005.6	3.8	0.0	3.8	3.8	0.0	0.0	Ke	YOGUNPELIT-YIGILCA (DUZCE) [South East  7.8 km]
000087	20240724202011	2024.07.24	20:20:11.82	40.0368	36.0483	005.0	4.0	0.0	4.0	4.0	0.0	0.0	Ke	DUTLUCA-SULUSARAY (TOKAT) [East 2.1 km]
000088	20240719192608	2024.07.19	19:26:08.70	40.6635	27.4760	016.5	4.2	0.0	4.2	4.1	0.0	0.0	Ke	GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI)
000089	20240714092329	2024.07.14	09:23:29.91	41.0813	38.6745	006.7	3.8	0.0	3.8	3.8	0.0	0.0	Ke	GIRESUN ACIKLARI (KARADENIZ)
000090	20240713113310	2024.07.13	11:33:10.25	40.0705	36.0365	004.8	3.8	0.0	3.8	3.6	0.0	0.0	Ke	ARPACIKARACAY-SULUSARAY (TOKAT) [West 1.1 km]
000091	20240707180539	2024.07.07	18:05:39.43	41.0957	43.9235	005.0	3.7	0.0	3.5	3.7	0.0	0.0	Ke	ERMENISTAN
000092	20240623011635	2024.06.23	01:16:35.08	40.8793	42.9057	005.0	3.6	0.0	3.6	3.5	0.0	0.0	Ke	DAGCI- (ARDAHAN) [South 2.2 km]
000093	20240617141858	2024.06.17	14:18:58.98	40.6968	27.4202	010.0	3.5	0.0	3.5	3.4	0.0	0.0	Ke	GUZELKOY ACIKLARI-TEKIRDAG (MARMARA DENIZI)
000094	20240613082713	2024.06.13	08:27:13.10	40.3645	27.1100	012.3	4.0	0.0	4.0	3.7	0.0	0.0	Ke	ESKIBALIKLI-BIGA (CANAKKALE) [North East  2.0 km]
000095	20240530192717	2024.05.30	19:27:17.62	40.1365	44.4542	003.8	3.5	0.0	3.3	3.5	0.0	0.0	Ke	TURKIYE-ERMENISTAN SINIR BOLGESI
000096	20240527133011	2024.05.27	13:30:11.86	40.8450	34.7642	005.5	3.6	0.0	3.6	3.6	0.0	0.0	Ke	TUTUS-DODURGA (CORUM) [South 2.6 km]
000097	20240526213818	2024.05.26	21:38:18.45	40.8375	28.3245	020.3	3.7	0.0	3.7	3.5	0.0	0.0	Ke	MARMARA DENIZI
000098	20240526164608	2024.05.26	16:46:08.50	40.8782	42.9013	005.0	3.5	0.0	3.4	3.5	0.0	0.0	Ke	DAGCI- (ARDAHAN) [South 2.4 km]
000099	20240523145738	2024.05.23	14:57:38.97	40.6868	35.3338	005.9	4.6	0.0	4.6	4.4	0.0	0.0	Ke	BALGOZE-MERZIFON (AMASYA) [North West  0.7 km]
000100	20240421120332	2024.04.21	12:03:32.32	40.4485	36.2232	004.3	4.2	0.0	4.2	4.1	0.0	0.0	Ke	KUZALAN-TURHAL (TOKAT) [North West  2.2 km]
000101	20240420000244	2024.04.20	00:02:44.09	40.0577	35.9893	004.1	3.5	0.0	3.5	3.4	0.0	0.0	Ke	TEKKEYENI-SULUSARAY (TOKAT) [North East  1.7 km]
000102	20240419170705	2024.04.19	17:07:05.14	40.0457	36.0707	005.0	3.7	0.0	3.7	3.7	0.0	0.0	Ke	ALPUDERE-SULUSARAY (TOKAT) [West 0.8 km]
000103	20240419041951	2024.04.19	04:19:51.52	40.0607	35.9810	005.0	3.5	0.0	3.5	3.5	0.0	0.0	Ke	TEKKEYENI-SULUSARAY (TOKAT) [North East  1.4 km]
000104	20240419020147	2024.04.19	02:01:47.26	40.0610	35.9713	005.0	3.7	0.0	3.6	3.7	0.0	0.0	Ke	TEKKEYENI-SULUSARAY (TOKAT) [North 1.2 km]
000105	20240418210953	2024.04.18	21:09:53.74	40.0583	35.9963	005.0	4.2	0.0	4.2	4.2	0.0	0.0	Ke	BUGDAYLI-SULUSARAY (TOKAT) [South West  2.0 km]
000106	20240418193143	2024.04.18	19:31:43.42	40.0613	36.0377	004.0	4.4	0.0	4.4	4.4	0.0	0.0	Ke	ARPACIKARACAY-SULUSARAY (TOKAT) [South West  1.4 km]
000107	20240418184328	2024.04.18	18:43:28.12	40.0583	36.0462	001.6	4.0	0.0	4.0	4.0	0.0	0.0	Ke	ARPACIKARACAY-SULUSARAY (TOKAT) [South West  1.3 km]
000108	20240418153125	2024.04.18	15:31:25.86	40.0617	36.0437	003.3	3.6	0.0	3.6	0.0	0.0	0.0	Ke	ARPACIKARACAY-SULUSARAY (TOKAT) [South West  1.0 km]
000109	20240418151123	2024.04.18	15:11:23.34	40.0915	35.9867	005.0	5.8	0.0	5.7	5.8	0.0	0.0	Ke	BUGDAYLI-SULUSARAY (TOKAT) [North West  2.9 km]
000110	20240417233545	2024.04.17	23:35:45.10	40.0640	35.9750	002.4	4.1	0.0	4.1	4.1	0.0	0.0	Ke	TEKKEYENI-SULUSARAY (TOKAT) [North East  1.5 km]
000111	20240417220658	2024.04.17	22:06:58.45	40.0620	35.9792	001.1	4.7	0.0	4.7	4.6	0.0	0.0	Ke	TEKKEYENI-SULUSARAY (TOKAT) [North East  1.4 km]
000112	20240331093313	2024.03.31	09:33:13.57	40.3095	27.0207	006.5	3.7	0.0	3.7	3.7	0.0	0.0	Ke	DISBUDAK-LAPSEKI (CANAKKALE) [South East  1.6 km]
000113	20240321085307	2024.03.21	08:53:07.90	40.9777	33.2383	008.7	3.6	0.0	3.6	3.6	0.0	0.0	Ke	AKSEKI-BAYRAMOREN (CANKIRI) [East 1.0 km]
000114	20240320062101	2024.03.20	06:21:01.12	40.6773	29.2288	007.6	3.7	0.0	3.7	3.5	0.0	0.0	Ke	YALOVA ACIKLARI (MARMARA DENIZI)
000115	20240312195919	2024.03.12	19:59:19.47	40.3165	27.0100	009.0	3.5	0.0	3.5	3.3	0.0	0.0	Ke	DISBUDAK-LAPSEKI (CANAKKALE) [North East  0.6 km]
000116	20240311001017	2024.03.11	00:10:17.03	41.5363	36.4025	005.0	4.4	0.0	4.4	4.1	0.0	0.0	Ke	TAFLAN ACIKLARI-SAMSUN (KARADENIZ)
000117	20240228135140	2024.02.28	13:51:40.54	40.3627	43.2910	005.0	4.3	0.0	4.0	4.3	0.0	0.0	Ke	YAYLACIK-DIGOR (KARS) [South East  3.9 km]
000118	20240227195233	2024.02.27	19:52:33.12	40.2938	27.0140	012.4	3.9	0.0	3.9	0.0	0.0	0.0	Ke	GURGENDERE-BIGA (CANAKKALE) [North East  1.3 km]
000119	20240227130953	2024.02.27	13:09:53.94	40.3030	27.0072	006.9	4.5	0.0	4.5	4.2	0.0	0.0	Ke	BEYPINAR-LAPSEKI (CANAKKALE) [South East  1.2 km]
000120	20240226032246	2024.02.26	03:22:46.62	40.3353	43.2407	005.0	3.5	0.0	3.4	3.5	0.0	0.0	Ke	YAYLACIK-DIGOR (KARS) [South 4.0 km]
000121	20240223121432	2024.02.23	12:14:32.20	40.4087	29.1720	005.0	4.1	0.0	4.1	3.9	0.0	0.0	Ke	GEMLIK (BURSA) [South East  2.9 km]
000122	20240219074557	2024.02.19	07:45:57.19	40.4742	29.1920	005.6	3.7	0.0	3.7	3.5	0.0	0.0	Ke	SAHINYURDU-GEMLIK (BURSA) [North West  2.2 km]
000123	20240217024205	2024.02.17	02:42:05.68	40.3038	27.5293	010.0	3.8	0.0	3.8	3.6	0.0	0.0	Ke	KINALAR-GONEN (BALIKESIR) [North 3.7 km]
000124	20240205114653	2024.02.05	11:46:53.89	40.6858	34.3880	007.6	3.7	0.0	3.6	3.7	0.0	0.0	Ke	ASAGIORENSEKI-ISKILIP (CORUM) [North East  0.6 km]
000125	20240204001054	2024.02.04	00:10:54.48	40.4792	26.3562	012.5	3.5	0.0	3.5	3.2	0.0	0.0	Ke	SAROS KORFEZI (EGE DENIZI)
000126	20240114060147	2024.01.14	06:01:47.76	40.8992	31.6603	005.8	4.1	0.0	4.1	3.9	0.0	0.0	Ke	MESCICELE- (BOLU) [North West  8.0 km]
000127	20240112205909	2024.01.12	20:59:09.56	40.8963	31.6590	007.6	3.7	0.0	3.7	3.6	0.0	0.0	Ke	MESCICELE- (BOLU) [North West  7.8 km]
000128	20240110171006	2024.01.10	17:10:06.26	40.4060	28.8760	005.4	3.6	0.0	3.6	3.4	0.0	0.0	Ke	GEMLIK KORFEZI (MARMARA DENIZI)
000129	20240109213430	2024.01.09	21:34:30.73	40.5478	35.1810	003.1	4.3	0.0	4.3	4.2	0.0	0.0	Ke	ELVANCELEBI-MECITOZU (CORUM) [South East  2.7 km]
000130	20240105220352	2024.01.05	22:03:52.27	40.8983	31.6520	005.0	4.2	0.0	4.2	4.0	0.0	0.0	Ke	YOGUNPELIT-YIGILCA (DUZCE) [South East  8.3 km]
000131	20240103234048	2024.01.03	23:40:48.01	41.1313	44.1205	005.0	3.6	0.0	3.3	3.6	0.0	0.0	Ke	ERMENISTAN
000132	20231230204324	2023.12.30	20:43:24.21	40.2272	29.1705	012.9	3.6	0.0	3.6	3.4	0.0	0.0	Ke	GURSU (BURSA) [North West  2.2 km]
000133	20231227130410	2023.12.27	13:04:10.93	41.0535	33.8043	005.0	4.7	0.0	4.7	4.5	0.0	0.0	Ke	COMERT-ILGAZ (CANKIRI) [North East  6.4 km]
000134	20231222095016	2023.12.22	09:50:16.28	40.9947	33.4212	005.0	3.8	0.0	3.6	3.8	0.0	0.0	Ke	CATAK-ILGAZ (CANKIRI) [South West  2.7 km]
000135	20231217205352	2023.12.17	20:53:52.44	40.7362	29.0795	004.7	4.1	0.0	4.1	4.0	0.0	0.0	Ke	CINARCIK ACIKLARI-YALOVA (MARMARA DENIZI)
000136	20231213200438	2023.12.13	20:04:38.71	40.4045	28.8443	011.2	3.7	0.0	3.7	3.5	0.0	0.0	Ke	KUMYAKA-MUDANYA (BURSA) [North East  2.6 km]
000137	20231205100044	2023.12.05	10:00:44.84	40.8450	34.6683	008.8	3.5	0.0	3.5	3.5	0.0	0.0	Ke	DERINOZ-OGUZLAR (CORUM) [North East  2.3 km]
000138	20231204092503	2023.12.04	09:25:03.01	40.4068	28.8712	015.7	3.6	0.0	3.5	3.6	0.0	0.0	Ke	GEMLIK KORFEZI (MARMARA DENIZI)
000139	20231204084449	2023.12.04	08:44:49.62	40.4090	28.8488	012.6	3.7	0.0	3.7	3.6	0.0	0.0	Ke	KUMYAKA-MUDANYA (BURSA) [North East  3.3 km]
000140	20231204081852	2023.12.04	08:18:52.73	40.4253	28.8625	003.3	3.8	0.0	3.8	3.7	0.0	0.0	Ke	GEMLIK KORFEZI (MARMARA DENIZI)
000141	20231204075718	2023.12.04	07:57:18.23	40.4183	28.8663	006.3	3.7	0.0	3.6	3.7	0.0	0.0	Ke	GEMLIK KORFEZI (MARMARA DENIZI)
000142	20231204074220	2023.12.04	07:42:20.62	40.4078	28.8550	005.3	5.1	0.0	5.1	5.0	0.0	0.0	Ke	GEMLIK KORFEZI (MARMARA DENIZI)
000143	20231201170425	2023.12.01	17:04:25.44	40.9872	33.4165	005.0	3.8	0.0	3.8	3.8	0.0	0.0	Ke	CATAK-ILGAZ (CANKIRI) [South West  3.6 km]
000144	20231107200547	2023.11.07	20:05:47.77	40.4887	27.5442	015.7	4.3	0.0	4.3	4.0	0.0	0.0	Ke	AVSA-MARMARA (BALIKESIR) [South East  4.6 km]
000145	20231026171824	2023.10.26	17:18:24.50	40.5600	27.3095	005.0	3.7	0.0	3.7	3.5	0.0	0.0	Ke	KARABIGA ACIKLARI-CANAKKALE (MARMARA DENIZI)
000146	20231015165733	2023.10.15	16:57:33.34	40.7907	30.9908	004.4	3.9	0.0	3.9	3.9	0.0	0.0	Ke	GOLYAKA (DUZCE) [North West  1.6 km]
000147	20231014140709	2023.10.14	14:07:09.29	40.8932	31.7135	005.0	4.7	0.0	4.7	4.5	0.0	0.0	Ke	MESCICELE- (BOLU) [North 5.8 km]
000148	20230926011851	2023.09.26	01:18:51.85	40.5800	36.7477	001.4	3.8	0.0	3.8	3.8	0.0	0.0	Ke	YAKINCA-NIKSAR (TOKAT) [South West  1.0 km]
000149	20230924040007	2023.09.24	04:00:07.34	41.8818	44.9990	007.2	4.0	0.0	4.0	4.0	0.0	0.0	Ke	GURCISTAN
000150	20230908020301	2023.09.08	02:03:01.29	41.7423	32.7163	004.9	3.9	0.0	3.8	3.9	0.0	0.0	Ke	OREN- (BARTIN) [North East  2.9 km]
000151	20230824131514	2023.08.24	13:15:14.46	41.1212	44.2388	004.3	3.8	0.0	3.7	3.8	0.0	0.0	Ke	ERMENISTAN
000152	20230819144347	2023.08.19	14:43:47.16	40.8428	28.0825	005.9	3.9	0.0	3.9	3.7	0.0	0.0	Ke	MARMARA DENIZI
000153	20230812062332	2023.08.12	06:23:32.65	40.0018	37.5372	004.5	3.6	0.0	3.6	3.4	0.0	0.0	Ke	ILICA-ZARA (SIVAS) [North West  4.2 km]
000154	20230806152900	2023.08.06	15:29:00.16	40.7028	29.2297	014.0	3.6	0.0	3.6	3.6	0.0	0.0	Ke	YALOVA ACIKLARI (MARMARA DENIZI)
000155	20230801183704	2023.08.01	18:37:04.17	40.3583	42.0817	004.3	4.2	0.0	4.0	4.2	0.0	0.0	Ke	PINARYOLU-NARMAN (ERZURUM) [North West  2.1 km]
